Date,USD_Price,USD_Open,USD_High,USD_Low,USD_Vol.,USD_Change %
09/19/23,39.599998,39.650002,38.560001,39.119999,39.119999,87700
09/18/23,38.549999,40.080002,38.360001,39.82,39.82,82800
09/15/23,41.860001,41.860001,39.349998,39.639999,39.639999,94900
09/14/23,42.599998,42.599998,41.700001,42.290001,42.290001,48100
09/13/23,40.93,42.490002,40.93,41.759998,41.759998,75700
09/12/23,41.259998,42.419998,41.02,41.080002,41.080002,62800
09/11/23,42.93,42.959999,40.599998,41.740002,41.740002,86700
09/08/23,42.27,42.959999,41.549999,41.849998,41.849998,53600
09/07/23,42.18,42.669998,41.299999,42.549999,42.549999,107000
09/06/23,45.540001,45.700001,43.459999,44.360001,44.360001,84400
09/05/23,45.209999,46.279999,44.959999,45.77,45.77,64200
09/01/23,46.790001,46.82,45.099998,45.740002,45.740002,69100
08/31/23,45.689999,46.790001,45.689999,46.41,46.41,103200
08/30/23,45.099998,46.27,44.400002,45.720001,45.720001,445300
08/29/23,42.07,45.43,41.889999,45.139999,45.139999,136900
08/28/23,42.16,42.5,40.700001,42.450001,42.450001,85300
08/25/23,41.689999,42.849998,39.830002,41.290001,41.290001,173500
08/24/23,46.290001,46.68,41.68,41.740002,41.740002,216800
08/23/23,41.400002,43.860001,40.970001,43.700001,43.700001,154700
08/22/23,44.32,44.389999,41.349998,41.619999,41.619999,126900
08/21/23,40.209999,43.07,40.07,43,43,151900
08/18/23,37.939999,39.490002,37.450001,39.220001,39.220001,156500
08/17/23,39.970001,40.130001,38.709999,38.98,38.98,89600
08/16/23,41.200001,41.23,39.57,39.580002,39.580002,65700
08/15/23,41.970001,42.52,40.900002,40.939999,40.939999,93900
08/14/23,38.110001,41.759998,37.830002,41.759998,41.759998,157700
08/11/23,39.580002,39.580002,38.209999,38.52,38.52,148700
08/10/23,41.099998,42.540001,40,40.540001,40.540001,106100
08/09/23,43.209999,43.209999,40.669998,41,41,407500
08/08/23,43.810001,43.84,42.5,43.549999,43.549999,110000
08/07/23,44.59,45.049999,44,45.049999,45.049999,57300
08/04/23,44.080002,45.299999,43.16,43.98,43.98,118100
08/03/23,43,44.549999,42.900002,43.919998,43.919998,148500
08/02/23,46.790001,46.82,43.169998,44.07,44.07,185100
08/01/23,47.389999,48.220001,47,48.040001,48.040001,70100
07/31/23,48.18,48.200001,47.459999,47.919998,47.919998,76800
07/28/23,47.380001,47.959999,46.720001,47.66,47.66,124000
07/27/23,46.610001,47.950001,45.439999,45.880001,45.880001,245700
07/26/23,45.189999,45.27,43.540001,44.599998,44.599998,91800
07/25/23,44.540001,46.380001,44.540001,45.810001,45.810001,83000
07/24/23,44.310001,44.549999,43.490002,44.119999,44.119999,44200
07/21/23,44.82,45.259998,43.869999,43.919998,43.919998,68300
07/20/23,45.66,46.09,43.59,44.060001,44.060001,127800
07/19/23,48.080002,48.150002,46.740002,47.16,47.16,90300
07/18/23,47.060001,48.32,46.150002,47.84,47.84,156500
07/17/23,45.66,47.52,44.810001,47.23,47.23,106600
07/14/23,46.470001,48.009998,44.650002,45.080002,45.080002,351400
07/13/23,44.799999,46.23,44.540001,46.150002,46.150002,188000
07/12/23,43,43.900002,42.799999,43.810001,43.810001,124200
07/11/23,42.16,42.32,40.959999,41.91,41.91,71700
07/10/23,41,41.84,40.700001,41.84,41.84,66300
07/07/23,40.790001,42.07,40.650002,40.82,40.82,103600
07/06/23,40.209999,40.689999,39.599998,40.610001,40.610001,138400
07/05/23,42.189999,42.82,41.439999,41.470001,41.470001,102000
07/03/23,42.580002,43.119999,42.080002,42.630001,42.630001,49200
06/30/23,41.560001,42.5,41.349998,42.23,42.23,71200
06/29/23,41.240002,41.240002,39.970001,40.52,40.52,141200
06/28/23,39.91,41.509998,39.75,40.669998,40.669998,113200
06/27/23,39.299999,41.580002,38.970001,41.5,41.5,196000
06/26/23,40.200001,41.16,38.75,38.959999,38.959999,197100
06/23/23,40,40.400002,39.470001,39.689999,39.689999,122100
06/22/23,40.279999,41.619999,40.279999,41.169998,41.169998,76800
06/21/23,42.73,42.75,40.560001,41.029999,41.029999,208800
06/20/23,42.849998,43.34,41.959999,43.130001,43.130001,73200
06/16/23,44.580002,44.599998,42.860001,42.860001,42.860001,132800
06/15/23,43.220001,44.27,42.700001,43.43,43.43,139700
06/14/23,41.68,44.16,41.5,44.110001,44.110001,183500
06/13/23,41.889999,42.299999,40.669998,42,42,184900
06/12/23,38.91,40.540001,38.91,40.459999,40.459999,134300
06/09/23,38.669998,39.470001,37.939999,38.130001,38.130001,110500
06/08/23,37.130001,38.16,36.900002,37.959999,37.959999,65500
06/07/23,38,39,36.689999,36.77,36.77,143100
06/06/23,36.880001,38.02,36.689999,37.650002,37.650002,161000
06/05/23,37.880001,38.150002,36.889999,37.360001,37.360001,112400
06/02/23,39.110001,39.5,37.98,38.349998,38.349998,154800
06/01/23,37.419998,39.09,36.830002,38.540001,38.540001,189500
05/31/23,38.040001,39.130001,36.779999,36.779999,36.779999,154800
05/30/23,40.669998,42.07,39.09,39.23,39.23,318900
05/26/23,35.380001,38.799999,35.279999,38.43,38.43,466300
05/25/23,34.130001,35.139999,32.740002,34.790001,34.790001,604400
05/24/23,28.41,28.68,27.879999,28.58,28.58,100300
05/23/23,29.610001,30.120001,29.299999,29.35,29.35,74800
05/22/23,29.49,30.24,29.4,30.030001,30.030001,288600
05/19/23,30.280001,30.33,29.67,29.950001,29.950001,103900
05/18/23,28.67,30.559999,28.629999,30.42,30.42,571100
05/17/23,27.6,28.530001,27.25,28.379999,28.379999,115000
05/16/23,26.959999,27.780001,26.91,27.110001,27.110001,76400
05/15/23,25.91,27.040001,25.73,26.99,26.99,99100
05/12/23,25.98,26.26,25.34,25.790001,25.790001,42000
05/11/23,26.33,26.34,25.450001,25.889999,25.889999,46700
05/10/23,26.48,26.58,25.690001,26.290001,26.290001,68200
05/09/23,26.1,26.1,25.639999,25.76,25.76,79300
05/08/23,26.16,26.73,25.809999,26.709999,26.709999,56400
05/05/23,25.200001,26.459999,25.01,26.32,26.32,61300
05/04/23,24.83,25.219999,24.5,24.879999,24.879999,91500
05/03/23,25.459999,26,25.110001,25.15,25.15,70500
05/02/23,26.440001,26.620001,25.43,25.790001,25.790001,288800
05/01/23,25.969999,26.690001,25.93,26.559999,26.559999,123800
04/28/23,25.08,25.809999,24.959999,25.799999,25.799999,86600
04/27/23,24.549999,24.92,23.719999,24.9,24.9,77500
04/26/23,24.83,25.1,24.33,24.51,24.51,95600
04/25/23,25.719999,25.719999,24.309999,24.32,24.32,408000
04/24/23,26,26.33,25.540001,25.940001,25.940001,77600
04/21/23,26.07,26.23,25.6,26.120001,26.120001,42700
04/20/23,26.190001,27.209999,26.17,26.370001,26.370001,74800
04/19/23,26.32,26.82,26.280001,26.75,26.75,58600
04/18/23,27.200001,27.6,26.559999,27,27,89700
04/17/23,25.91,26.57,25.799999,26.57,26.57,139300
04/14/23,26.24,26.84,25.629999,26.32,26.32,64600
04/13/23,26.190001,26.65,25.709999,26.290001,26.290001,90900
04/12/23,27.42,27.48,25.93,25.959999,25.959999,94400
04/11/23,27.76,27.76,26.98,27.040001,27.040001,76800
04/10/23,26.139999,27.49,26.07,27.459999,27.459999,77400
04/06/23,26.07,26.75,25.74,26.5,26.5,42800
04/05/23,27.01,27.01,26.059999,26.639999,26.639999,135300
04/04/23,28.75,28.75,27.360001,27.68,27.68,83700
04/03/23,28.549999,28.84,27.82,28.639999,28.639999,123600
03/31/23,28,28.950001,27.879999,28.91,28.91,124600
03/30/23,28.17,28.690001,28.030001,28.41,28.41,245400
03/29/23,26.690001,27.799999,26.690001,27.51,27.51,115800
03/28/23,26.35,26.35,25.280001,26.049999,26.049999,89900
03/27/23,27.23,27.299999,26.24,26.459999,26.459999,82500
03/24/23,27.51,27.51,26.450001,26.98,26.98,79600
03/23/23,27.309999,28.51,26.969999,27.92,27.92,132700
03/22/23,26.84,28.450001,26.49,26.49,26.49,242300
03/21/23,26.99,27.4,25.92,26.700001,26.700001,180000
03/20/23,26.049999,26.74,25.559999,26.559999,26.559999,101900
03/17/23,26.370001,27,25.84,26.120001,26.120001,145200
03/16/23,24.07,26.34,23.950001,26.290001,26.290001,139900
03/15/23,24.01,24.41,23.25,24.33,24.33,141200
03/14/23,23.92,24.83,23.790001,24.549999,24.549999,130900
03/13/23,22.6,23.59,22.049999,23.02,23.02,279600
03/10/23,24.07,24.280001,22.82,23.059999,23.059999,193800
03/09/23,24.85,25.59,23.799999,23.860001,23.860001,142100
03/08/23,23.879999,24.9,23.879999,24.870001,24.870001,83300
03/07/23,24.209999,24.52,23.540001,23.629999,23.629999,96000
03/06/23,24.75,25.309999,24.07,24.190001,24.190001,122700
03/03/23,23.92,24.67,23.67,24.67,24.67,80200
03/02/23,22.6,23.959999,22.379999,23.799999,23.799999,105200
03/01/23,23.51,23.75,22.950001,23.209999,23.209999,49600
02/28/23,23.26,24.049999,23.129999,23.32,23.32,97900
02/27/23,23.6,23.77,23.26,23.27,23.27,98400
02/24/23,22.98,23.200001,22.549999,22.99,22.99,90300
02/23/23,23.5,23.91,22.860001,23.73,23.73,180900
02/22/23,21.799999,22.25,21.33,21.610001,21.610001,65100
02/21/23,22.58,23.040001,21.68,21.73,21.73,197000
02/17/23,23.780001,23.799999,22.780001,23.209999,23.209999,69400
02/16/23,24.51,24.950001,24,24.07,24.07,227700
02/15/23,24.84,25.5,24.299999,25.450001,25.450001,301000
02/14/23,23.700001,25.290001,23.440001,25.16,25.16,125200
02/13/23,23.450001,24.27,23.23,24.059999,24.059999,60300
02/10/23,23.67,23.709999,22.75,23.280001,23.280001,116400
02/09/23,25.280001,25.6,23.98,24.24,24.24,109800
02/08/23,25.17,25.59,24.27,24.41,24.41,123200
02/07/23,24.049999,25.559999,23.879999,25.33,25.33,134000
02/06/23,23.700001,24.559999,23.620001,23.84,23.84,72500
02/03/23,24.290001,25.49,24,24.379999,24.379999,150000
02/02/23,24.43,25.75,24.43,25.32,25.32,177100
02/01/23,22.059999,24.66,22.059999,24.190001,24.190001,228600
01/31/23,20.959999,21.889999,20.950001,21.870001,21.870001,84000
01/30/23,21.73,21.99,21.059999,21.07,21.07,116500
01/27/23,21.65,22.76,21.52,22.440001,22.440001,120100
01/26/23,22.290001,22.57,21.57,22.51,22.51,238800
01/25/23,21.07,21.860001,20.59,21.82,21.82,302700
01/24/23,21.549999,22.059999,21.389999,21.780001,21.780001,106800
01/23/23,20.299999,22.129999,20.16,21.969999,21.969999,243300
01/20/23,19,19.950001,18.67,19.92,19.92,99200
01/19/23,19.41,19.43,18.57,18.67,18.67,131200
01/18/23,20.549999,20.799999,19.84,19.879999,19.879999,121600
01/17/23,19.860001,20.549999,19.85,20.219999,20.219999,108600
01/13/23,19.26,19.959999,19.200001,19.940001,19.940001,101600
01/12/23,19.35,19.9,18.51,19.690001,19.690001,89100
01/11/23,18.799999,19.25,18.450001,19.209999,19.209999,112500
01/10/23,18.18,18.82,17.99,18.809999,18.809999,129200
01/09/23,18.370001,19.24,18.120001,18.379999,18.379999,271500
01/06/23,16.65,17.92,16.17,17.709999,17.709999,141000
01/05/23,16.57,16.65,16.219999,16.25,16.25,58300
01/04/23,16.68,17.110001,16.32,16.950001,16.950001,137100
01/03/23,17.059999,17.1,15.94,16.1,16.1,94900
12/30/22,16.049999,16.559999,15.86,16.559999,16.559999,121400
12/29/22,16.030001,16.639999,15.98,16.5,16.5,315900
12/28/22,15.84,16.15,15.5,15.59,15.59,137100
12/27/22,16.639999,16.690001,16.01,16.059999,16.059999,268700
12/23/22,16.709999,16.93,16.299999,16.91,16.91,65600
12/22/22,17.9,17.9,16.190001,16.92,16.92,273200
12/21/22,17.99,18.77,17.99,18.67,18.621,71500
12/20/22,17.67,18.18,17.57,17.809999,17.763256,81100
12/19/22,18.610001,18.610001,17.74,18.040001,17.992655,186100
12/16/22,18.780001,19,18.18,18.540001,18.491343,88100
12/15/22,19.809999,19.889999,18.82,18.969999,18.920212,215600
12/14/22,21.129999,21.68,20.15,20.610001,20.55591,155700
12/13/22,22.209999,22.58,20.719999,21.219999,21.164307,248000
12/12/22,19.469999,20.48,19.299999,20.48,20.42625,69600
12/09/22,19.860001,20.41,19.59,19.6,19.548559,95800
12/08/22,19.040001,19.950001,18.84,19.940001,19.887669,83300
12/07/22,18.41,18.959999,18.379999,18.77,18.720737,94700
12/06/22,19.790001,19.790001,18.440001,18.76,18.710764,71700
12/05/22,20.02,20.43,19.5,19.780001,19.728088,94400
12/02/22,19.709999,20.379999,19.51,20.309999,20.256695,169100
12/01/22,21.200001,21.200001,20.120001,20.709999,20.655645,141500
11/30/22,18.719999,20.959999,18.41,20.93,20.875069,260300
11/29/22,18.959999,19.139999,18.450001,18.65,18.601053,109200
11/28/22,19.309999,19.65,18.59,18.799999,18.750658,104800
11/25/22,20.209999,20.25,19.790001,19.790001,19.738062,44900
11/23/22,19.83,20.629999,19.780001,20.34,20.286617,190100
11/22/22,18.84,19.84,18.57,19.809999,19.758007,115000
11/21/22,18.75,18.809999,18.440001,18.610001,18.561159,127600
11/18/22,19.77,19.83,18.68,19.16,19.109715,195800
11/17/22,18.299999,19.379999,18.219999,19.200001,19.149611,301500
11/16/22,19.67,19.82,18.870001,19.059999,19.009975,213700
11/15/22,21.059999,21.32,20.129999,20.709999,20.655645,315600
11/14/22,19.959999,20.49,19.59,19.780001,19.728088,237000
11/11/22,18.98,20.25,18.68,20.040001,19.987406,232700
11/10/22,17.440001,19.030001,17.27,18.969999,18.920212,385900
11/09/22,16.23,16.370001,15.68,15.73,15.688716,248300
11/08/22,16.860001,17.32,16.209999,16.870001,16.825726,543300
11/07/22,15.89,16.370001,15.52,16.25,16.207352,226100
11/04/22,15.35,15.8,15,15.68,15.638848,269500
