Date,USD_Price,USD_Open,USD_High,USD_Low,USD_Vol.,USD_Change %
10/04/23,38.139999,38.73,37.48,38.639999,38.639999,49400
10/03/23,39,39.75,37.23,37.740002,37.740002,81200
10/02/23,38.73,40.07,38.669998,39.509998,39.509998,92500
09/29/23,39.169998,39.529999,38.27,38.509998,38.509998,47600
09/28/23,36.740002,38.75,36.48,38.110001,38.110001,234400
09/27/23,36.799999,37.290001,35.830002,36.91,36.91,64200
09/26/23,36.509998,37.25,35.939999,36.200001,36.200001,82800
09/25/23,36.240002,37.299999,35.900002,37.189999,37.189999,62900
09/22/23,36.5,37.200001,36.259998,36.540001,36.540001,56300
09/21/23,36.259998,36.869999,35.73,35.759998,35.759998,128400
09/20/23,39.360001,39.599998,37.439999,37.459999,37.459999,89700
