Date,BTC_Price,BTC_Open,BTC_High,BTC_Low,BTC_Vol.,BTC_Change %
01/24/22,"36,702.00","36,308.00","37,460.00","32,981.00",23.10K,1.09%
01/23/22,"36,308.00","35,103.00","36,550.00","34,687.30",8.72K,3.43%
01/22/22,"35,103.00","36,467.00","36,816.00","34,079.00",17.58K,-3.83%
01/21/22,"36,501.00","40,740.00","41,132.00","35,524.00",16.22K,-10.41%
01/20/22,"40,740.00","41,676.00","43,540.60","40,572.00",5.11K,-2.25%
01/19/22,"41,676.00","42,390.00","42,581.20","41,180.00",6.45K,-1.68%
01/18/22,"42,390.00","42,223.00","42,682.00","41,304.00",4.34K,0.35%
01/17/22,"42,242.00","43,084.00","43,191.00","41,568.00",2.92K,-1.95%
01/16/22,"43,084.00","43,069.00","43,487.00","42,611.80",1.58K,0.03%
01/15/22,"43,069.00","43,091.00","43,806.00","42,600.00",3.20K,-0.05%
01/14/22,"43,091.00","42,562.00","43,463.00","41,839.00",4.31K,1.24%
01/13/22,"42,562.00","43,909.00","44,426.70","42,334.00",3.74K,-3.07%
01/12/22,"43,909.00","42,743.00","44,305.00","42,475.00",3.77K,2.73%
01/11/22,"42,743.00","41,839.00","43,113.00","41,287.00",4.79K,2.16%
01/10/22,"41,839.00","41,850.00","42,270.00","39,677.00",9.55K,-0.03%
01/09/22,"41,850.00","41,679.00","42,790.00","41,275.00",3.72K,0.41%
01/08/22,"41,679.00","41,518.00","42,319.00","40,570.00",4.15K,0.39%
01/07/22,"41,518.00","43,111.00","43,132.00","40,755.00",7.40K,-3.70%
01/06/22,"43,111.00","43,418.00","43,777.00","42,487.00",3.41K,-0.71%
01/05/22,"43,418.00","45,830.00","47,056.70","42,519.00",6.93K,-5.26%
01/04/22,"45,830.00","46,445.00","47,546.00","45,583.00",3.79K,-1.32%
01/03/22,"46,445.00","47,314.00","47,578.00","45,701.00",2.58K,-1.84%
01/02/22,"47,314.00","47,755.00","47,980.00","46,698.00",1.84K,-0.92%
01/01/22,"47,755.00","46,218.00","47,954.00","46,215.00",2.18K,3.33%
12/31/21,"46,218.00","47,156.00","48,589.00","45,697.00",4.25K,-1.99%
12/30/21,"47,156.00","46,465.00","47,911.00","45,996.00",3.20K,1.49%
12/29/21,"46,465.00","47,554.00","48,166.00","46,129.00",4.12K,-2.29%
12/28/21,"47,554.00","50,684.00","50,710.00","47,339.00",5.43K,-6.18%
12/27/21,"50,684.00","50,797.00","52,027.00","50,483.00",3.52K,-0.22%
12/26/21,"50,797.00","50,435.20","51,281.00","49,473.00",2.90K,0.71%
12/25/21,"50,437.00","50,815.00","51,169.00","50,209.00",1.99K,-0.74%
12/24/21,"50,815.00","50,833.00","51,834.00","50,439.00",2.60K,0.01%
12/23/21,"50,812.00","48,626.00","51,376.00","48,078.00",4.43K,4.50%
12/22/21,"48,626.00","48,923.00","49,575.10","48,459.80",3.14K,-0.61%
12/21/21,"48,923.00","46,898.00","49,352.00","46,683.00",4.71K,4.32%
12/20/21,"46,898.00","46,716.50","47,541.00","45,606.00",5.65K,0.39%
12/19/21,"46,716.50","46,879.00","48,283.00","46,474.90",5.24K,-0.35%
12/18/21,"46,879.00","46,193.00","47,364.00","45,543.50",3.74K,1.49%
12/17/21,"46,193.00","47,675.00","48,028.80","45,539.00",5.86K,-3.11%
12/16/21,"47,675.00","48,901.00","49,462.10","47,561.00",3.53K,-2.51%
12/15/21,"48,901.00","48,408.00","49,520.00","46,602.00",7.04K,1.02%
12/14/21,"48,408.00","46,777.00","48,656.00","46,356.20",5.48K,3.49%
12/13/21,"46,777.00","50,123.00","50,222.70","45,790.00",8.71K,-6.68%
12/12/21,"50,123.00","49,363.10","50,800.00","48,692.00",3.87K,1.54%
12/11/21,"49,363.10","47,170.00","49,510.00","46,897.00",5.29K,4.65%
12/10/21,"47,170.00","47,611.00","50,105.00","47,060.00",8.17K,-0.93%
12/09/21,"47,611.00","50,503.40","50,824.00","47,408.00",5.28K,-5.73%
12/08/21,"50,503.40","50,634.00","51,239.00","48,760.00",4.03K,-0.26%
12/07/21,"50,634.00","50,566.60","51,969.00","50,102.00",3.91K,0.13%
12/06/21,"50,566.60","49,469.00","50,974.00","47,295.00",8.05K,2.22%
12/05/21,"49,469.00","49,272.00","49,752.00","47,860.00",4.78K,0.40%
12/04/21,"49,272.00","53,709.00","53,879.00","42,101.00",22.58K,-8.26%
12/03/21,"53,709.00","56,517.00","57,599.00","52,062.00",10.73K,-4.97%
12/02/21,"56,517.00","57,250.00","57,389.00","55,842.00",4.41K,-1.28%
12/01/21,"57,250.00","56,938.00","59,055.00","56,505.00",5.18K,0.55%
11/30/21,"56,938.00","57,845.00","59,174.00","55,940.00",6.47K,-1.57%
11/29/21,"57,845.00","57,325.00","58,886.00","56,772.00",5.07K,0.91%
11/28/21,"57,325.00","54,836.00","57,469.00","53,482.00",4.94K,4.54%
11/27/21,"54,836.00","53,738.00","55,329.00","53,711.00",3.09K,2.04%
11/26/21,"53,738.00","58,995.00","59,229.00","53,565.00",12.19K,-8.91%
11/25/21,"58,995.00","57,209.00","59,423.40","57,070.00",3.98K,3.12%
11/24/21,"57,209.00","57,602.00","57,762.00","55,916.90",4.89K,-0.68%
11/23/21,"57,602.00","56,299.00","57,866.20","55,460.00",8.56K,2.31%
11/22/21,"56,299.00","58,790.00","59,407.00","55,714.00",8.83K,-4.24%
11/21/21,"58,790.00","59,739.00","60,047.00","58,624.00",2.44K,-1.59%
11/20/21,"59,739.00","58,130.00","59,886.00","57,494.40",3.13K,2.77%
11/19/21,"58,130.00","56,932.00","58,379.00","55,670.00",5.18K,1.96%
11/18/21,"57,014.00","60,386.10","60,945.00","56,559.00",11.54K,-5.58%
11/17/21,"60,386.10","60,124.00","60,847.00","58,427.00",6.72K,0.44%
11/16/21,"60,124.00","63,562.00","63,562.00","58,708.00",13.07K,-5.41%
11/15/21,"63,562.00","65,471.00","66,320.00","63,383.30",5.27K,-2.92%
11/14/21,"65,471.00","64,406.00","65,471.00","63,589.00",2.19K,1.65%
11/13/21,"64,406.00","64,137.00","64,968.20","63,405.00",1.87K,0.39%
11/12/21,"64,156.00","64,801.00","65,412.00","62,310.00",5.12K,-1.00%
11/11/21,"64,801.00","64,954.00","65,541.00","64,089.00",2.86K,-0.24%
11/10/21,"64,954.00","66,935.00","68,925.00","63,123.00",12.23K,-2.96%
11/09/21,"66,935.00","67,526.00","68,429.00","66,343.00",6.46K,-0.88%
11/08/21,"67,526.00","63,259.10","67,665.00","63,259.10",8.98K,6.75%
11/07/21,"63,259.10","61,495.00","63,279.00","61,400.00",3.23K,2.87%
11/06/21,"61,496.00","61,016.40","61,583.00","60,100.00",2.93K,0.79%
11/05/21,"61,016.40","61,422.80","62,598.00","60,746.30",2.26K,-0.66%
11/04/21,"61,422.80","62,904.00","63,060.20","60,733.00",2.93K,-2.35%
11/03/21,"62,904.00","63,249.00","63,556.00","60,624.00",4.76K,-0.55%
11/02/21,"63,249.00","60,927.00","64,263.40","60,661.00",5.20K,3.81%
11/01/21,"60,927.00","61,330.00","62,485.00","59,595.60",4.81K,-0.66%
10/31/21,"61,330.00","61,838.80","62,414.00","60,021.00",2.42K,-0.82%
10/30/21,"61,838.80","62,235.00","62,353.00","60,756.00",2.24K,-0.64%
10/29/21,"62,235.00","60,598.00","62,980.00","60,189.50",3.92K,2.70%
10/28/21,"60,598.00","58,453.00","62,395.00","57,612.00",8.07K,3.67%
10/27/21,"58,453.00","60,289.00","61,447.70","58,096.40",7.14K,-3.05%
10/26/21,"60,290.00","63,100.00","63,306.00","59,852.00",4.75K,-4.45%
10/25/21,"63,100.00","60,847.00","63,666.00","60,633.00",3.71K,3.70%
10/24/21,"60,847.00","61,302.00","61,471.00","59,537.00",2.88K,-0.74%
10/23/21,"61,302.00","60,708.00","61,731.00","59,762.00",2.71K,0.98%
10/22/21,"60,708.00","62,200.00","63,708.00","60,045.00",6.35K,-2.40%
10/21/21,"62,200.00","65,988.00","66,643.00","62,100.00",13.37K,-5.74%
10/20/21,"65,988.00","64,263.00","66,927.00","63,536.00",9.26K,2.73%
10/19/21,"64,237.00","62,034.00","64,418.00","61,441.10",9.15K,3.55%
10/18/21,"62,034.00","61,504.00","62,661.00","59,948.00",8.56K,0.85%
10/17/21,"61,511.00","60,867.50","61,652.00","59,073.00",5.14K,1.06%
10/16/21,"60,867.50","61,680.00","62,325.00","60,175.00",4.28K,-1.36%
10/15/21,"61,709.00","57,354.00","62,897.00","56,889.00",11.88K,7.59%
10/14/21,"57,354.00","57,381.00","58,473.00","56,880.00",4.59K,-0.05%
10/13/21,"57,381.00","55,967.00","57,758.00","54,310.00",3.09K,2.53%
10/12/21,"55,967.00","57,468.00","57,633.00","54,000.00",5.94K,-2.61%
10/11/21,"57,468.00","54,701.00","57,802.50","54,430.00",7.51K,5.06%
10/10/21,"54,701.00","54,978.00","56,414.00","54,173.00",5.84K,-0.50%
10/09/21,"54,978.00","53,925.00","55,443.70","53,711.00",2.44K,1.95%
10/08/21,"53,925.00","53,793.00","56,000.00","53,649.00",5.48K,0.25%
10/07/21,"53,793.00","55,331.00","55,339.00","53,444.00",4.95K,-2.78%
10/06/21,"55,331.00","51,508.00","55,724.00","50,448.00",10.52K,7.42%
10/05/21,"51,508.00","49,232.00","51,891.10","49,065.00",6.68K,4.58%
10/04/21,"49,252.00","48,243.00","49,503.00","46,951.00",6.19K,2.09%
10/03/21,"48,243.00","47,675.00","49,187.00","47,124.00",3.60K,1.19%
10/02/21,"47,675.00","48,151.00","48,330.00","47,459.00",2.06K,-1.00%
10/01/21,"48,157.00","43,830.00","48,454.00","43,311.00",8.32K,9.87%
09/30/21,"43,830.00","41,551.00","44,107.00","41,432.00",5.11K,5.48%
09/29/21,"41,551.00","41,064.00","42,591.00","40,811.00",4.39K,1.19%
09/28/21,"41,064.00","42,191.00","42,777.00","40,928.00",6.16K,-2.67%
09/27/21,"42,191.00","43,220.50","44,354.00","42,144.00",4.26K,-2.29%
09/26/21,"43,180.00","42,711.00","43,931.00","40,830.00",5.47K,1.10%
09/25/21,"42,711.00","42,854.00","42,977.00","41,731.00",2.96K,-0.39%
09/24/21,"42,878.00","44,882.00","45,140.00","40,779.00",11.76K,-4.47%
09/23/21,"44,882.00","43,582.60","44,986.00","43,121.00",5.29K,2.98%
09/22/21,"43,582.60","40,632.50","43,998.00","40,607.00",8.43K,7.18%
09/21/21,"40,664.00","43,002.00","43,622.30","39,678.00",14.96K,-5.44%
09/20/21,"43,002.00","47,239.00","47,323.00","42,577.00",12.63K,-8.97%
09/19/21,"47,239.00","48,309.00","48,370.00","46,837.00",2.28K,-2.21%
09/18/21,"48,309.00","47,296.00","48,794.00","47,070.00",2.05K,2.15%
09/17/21,"47,292.00","47,786.00","48,183.00","46,782.00",2.49K,-1.03%
09/16/21,"47,786.00","48,136.00","48,518.00","47,080.00",3.61K,-0.73%
09/15/21,"48,136.00","47,078.00","48,440.00","46,738.00",3.98K,2.25%
09/14/21,"47,078.00","44,960.00","47,235.00","44,726.00",3.52K,4.71%
09/13/21,"44,960.00","46,069.00","46,823.00","43,514.00",8.77K,-2.41%
09/12/21,"46,069.00","45,169.00","46,391.00","44,780.10",3.39K,1.99%
09/11/21,"45,169.00","44,852.00","45,990.00","44,750.00",2.54K,0.71%
09/10/21,"44,852.00","46,389.00","47,036.00","44,265.10",5.18K,-3.31%
09/09/21,"46,389.00","46,088.00","47,397.00","45,591.00",3.85K,0.65%
09/08/21,"46,088.00","46,778.00","47,342.40","44,509.90",7.55K,-1.48%
09/07/21,"46,778.00","52,676.00","52,888.00","43,347.00",16.70K,-11.20%
09/06/21,"52,676.00","51,762.00","52,709.00","51,062.00",4.84K,1.77%
09/05/21,"51,762.00","49,899.00","51,900.00","49,500.00",5.54K,3.73%
09/04/21,"49,899.00","50,000.00","50,529.00","49,418.00",2.37K,-0.20%
09/03/21,"50,000.00","49,291.00","51,032.00","48,362.00",7.33K,1.44%
09/02/21,"49,291.00","48,844.00","50,365.00","48,633.00",4.95K,0.92%
09/01/21,"48,844.00","47,157.00","49,102.00","46,600.00",5.71K,3.58%
08/31/21,"47,157.00","47,008.00","48,241.00","46,725.00",4.30K,0.32%
08/30/21,"47,008.00","48,800.00","48,915.70","46,904.00",4.12K,-3.67%
08/29/21,"48,800.00","48,914.00","49,650.00","47,844.00",4.05K,-0.23%
08/28/21,"48,914.00","49,076.10","49,310.00","48,400.00",2.30K,-0.33%
08/27/21,"49,076.10","46,832.00","49,159.00","46,364.90",5.80K,4.79%
08/26/21,"46,832.00","48,989.00","49,385.00","46,370.70",6.48K,-4.40%
08/25/21,"48,989.00","47,714.00","49,244.00","47,158.00",4.12K,2.67%
08/24/21,"47,714.00","49,539.00","49,857.00","47,604.00",4.77K,-3.68%
08/23/21,"49,539.00","49,264.00","50,506.30","49,055.00",5.42K,0.56%
08/22/21,"49,264.00","48,868.00","49,487.00","48,121.00",2.75K,0.81%
08/21/21,"48,868.00","49,332.00","49,784.00","48,290.00",3.92K,-0.94%
08/20/21,"49,332.00","46,765.00","49,362.00","46,660.00",6.04K,5.49%
08/19/21,"46,765.00","44,744.00","47,060.00","43,992.00",5.97K,4.52%
08/18/21,"44,744.00","44,698.00","46,007.80","44,290.00",5.82K,0.10%
08/17/21,"44,698.00","45,940.00","47,157.00","44,467.00",6.93K,-2.70%
08/16/21,"45,940.00","47,031.00","48,059.00","45,689.00",6.06K,-2.32%
08/15/21,"47,031.00","47,084.00","47,355.00","45,556.00",3.83K,-0.11%
08/14/21,"47,084.00","47,842.00","48,120.00","46,036.00",4.35K,-1.58%
08/13/21,"47,842.00","44,423.00","47,866.00","44,276.00",7.39K,7.70%
08/12/21,"44,423.00","45,546.00","46,185.00","43,789.00",5.64K,-2.47%
08/11/21,"45,546.00","45,612.00","46,725.00","45,358.00",4.32K,-0.14%
08/10/21,"45,612.00","46,291.00","46,674.00","44,644.00",6.37K,-1.47%
08/09/21,"46,293.00","43,770.00","46,432.20","42,792.00",10.72K,5.76%
08/08/21,"43,770.00","44,589.00","45,249.00","43,300.00",8.16K,-1.84%
08/07/21,"44,589.00","42,830.00","44,689.20","42,464.00",9.32K,4.11%
08/06/21,"42,830.00","40,887.00","43,294.00","39,933.00",6.46K,4.75%
08/05/21,"40,887.00","39,741.00","41,352.00","37,361.00",6.43K,2.85%
08/04/21,"39,754.00","38,219.00","39,965.00","37,564.00",3.67K,4.05%
08/03/21,"38,207.00","39,156.00","39,774.00","37,700.00",5.08K,-2.42%
08/02/21,"39,156.00","39,922.00","40,441.00","38,716.00",4.62K,-1.92%
08/01/21,"39,922.00","41,409.00","42,532.00","39,596.00",9.11K,-3.59%
07/31/21,"41,409.00","42,169.00","42,317.00","41,051.00",5.07K,-1.80%
07/30/21,"42,169.00","40,034.40","42,244.00","38,373.00",7.77K,5.31%
07/29/21,"40,041.00","40,004.00","40,623.00","39,282.00",4.07K,0.09%
07/28/21,"40,004.00","39,563.00","40,899.00","38,822.00",7.98K,1.11%
07/27/21,"39,563.00","37,296.00","39,563.00","36,436.00",6.04K,6.08%
07/26/21,"37,296.00","35,422.00","40,515.60","35,276.00",16.31K,5.34%
07/25/21,"35,407.00","34,620.00","35,430.00","33,906.00",2.78K,4.62%
07/24/21,"33,845.00","33,597.10","34,043.00","33,422.00",3.34K,0.74%
07/23/21,"33,597.10","32,320.00","33,625.30","32,020.00",3.97K,3.95%
07/22/21,"32,320.00","32,141.00","32,609.70","31,747.00",5.23K,0.56%
07/21/21,"32,141.00","29,806.10","32,804.00","29,545.00",8.25K,7.83%
07/20/21,"29,806.10","30,847.00","31,075.00","29,341.00",8.88K,-3.37%
07/19/21,"30,847.00","31,824.00","31,924.00","30,514.00",12.80K,-3.07%
07/18/21,"31,824.00","31,559.00","32,427.00","31,211.80",12.41K,0.84%
07/17/21,"31,559.00","31,427.00","31,975.00","31,224.00",13.71K,0.41%
07/16/21,"31,429.00","31,875.00","32,266.00","31,055.00",5.38K,-1.34%
07/15/21,"31,857.00","32,822.60","33,194.00","31,170.00",6.96K,-2.94%
07/14/21,"32,822.60","32,727.00","33,117.00","31,596.00",5.19K,0.29%
07/13/21,"32,727.00","33,090.00","33,333.00","32,210.00",4.02K,-1.10%
07/12/21,"33,090.00","34,239.00","34,624.00","32,616.00",8.41K,-3.36%
07/11/21,"34,239.00","33,506.00","34,584.00","33,317.00",2.15K,2.19%
07/10/21,"33,506.00","33,769.00","34,221.00","33,024.00",6.46K,-0.78%
07/09/21,"33,769.00","32,873.90","34,044.00","32,574.00",6.66K,2.72%
07/08/21,"32,873.90","33,886.00","33,939.00","32,063.00",14.29K,-2.99%
07/07/21,"33,886.00","34,256.00","35,076.00","33,826.00",3.51K,-0.74%
07/06/21,"34,140.00","33,668.00","34,858.80","33,668.00",8.81K,1.40%
07/05/21,"33,668.00","35,289.00","35,289.00","33,479.20",7.72K,-4.59%
07/04/21,"35,289.00","35,494.00","35,782.00","35,289.00",2.93K,1.53%
07/03/21,"34,758.00","33,816.00","34,762.00","33,561.60",2.89K,2.79%
07/02/21,"33,816.00","33,554.40","33,924.00","32,727.00",5.15K,0.78%
07/01/21,"33,554.40","35,043.50","35,043.50","32,821.00",5.82K,-4.25%
06/30/21,"35,043.50","35,895.90","35,981.00","34,754.00",3.45K,-2.37%
06/29/21,"35,895.90","34,484.00","36,411.00","34,316.70",5.51K,4.09%
06/28/21,"34,484.00","34,717.00","35,168.00","34,152.00",6.18K,-0.67%
06/27/21,"34,717.00","32,359.00","34,717.00","32,359.00",28.71K,7.29%
06/26/21,"32,359.00","31,584.70","32,359.00","30,331.00",20.53K,2.45%
06/25/21,"31,584.00","34,656.60","34,915.00","31,584.00",37.67K,-8.87%
06/24/21,"34,656.60","33,703.00","35,137.20","32,530.00",4.86K,2.83%
06/23/21,"33,703.00","32,553.00","34,196.00","32,553.00",9.14K,3.53%
06/22/21,"32,553.00","31,761.00","33,300.00","29,927.00",26.87K,2.49%
06/21/21,"31,761.00","35,631.00","35,631.00","31,475.00",23.45K,-10.86%
06/20/21,"35,631.00","35,585.80","35,966.00","33,725.00",16.93K,0.13%
06/19/21,"35,585.80","35,802.00","36,236.00","35,460.00",11.57K,-0.60%
06/18/21,"35,802.00","38,061.00","38,061.00","35,490.00",11.42K,-5.94%
06/17/21,"38,061.00","38,332.00","39,324.00","37,733.70",3.54K,-0.71%
06/16/21,"38,332.00","40,139.00","40,394.00","38,332.00",6.79K,-4.50%
06/15/21,"40,139.00","40,509.00","40,708.80","39,726.00",7.78K,-0.89%
06/14/21,"40,500.00","39,004.00","40,732.00","38,812.00",9.73K,3.84%
06/13/21,"39,004.00","35,531.00","39,021.10","34,984.00",8.99K,9.77%
06/12/21,"35,531.00","37,338.00","37,338.00","35,185.00",7.38K,-4.84%
06/11/21,"37,338.00","36,649.20","37,427.00","36,342.00",6.42K,1.88%
06/10/21,"36,649.20","37,347.00","37,933.00","36,559.00",9.57K,-1.87%
06/09/21,"37,347.00","33,415.00","37,490.00","32,673.00",26.97K,11.77%
06/08/21,"33,415.00","33,596.00","33,744.80","31,547.60",12.92K,-0.54%
06/07/21,"33,596.00","35,782.00","36,613.30","33,596.00",9.97K,-6.11%
06/06/21,"35,782.00","35,543.00","36,238.00","35,496.00",6.51K,0.67%
06/05/21,"35,543.00","36,844.00","37,690.30","35,296.00",6.59K,-3.56%
06/04/21,"36,854.00","39,209.00","39,209.00","36,532.00",5.93K,-6.01%
06/03/21,"39,209.00","37,590.00","39,209.00","37,371.00",5.75K,4.31%
06/02/21,"37,590.00","36,672.60","38,053.00","36,192.30",3.97K,2.50%
06/01/21,"36,672.60","37,305.00","37,624.80","35,928.00",5.29K,-1.70%
05/31/21,"37,305.00","35,615.00","37,305.00","34,527.00",5.98K,4.75%
05/30/21,"35,615.00","34,570.00","36,138.00","33,680.00",6.02K,3.02%
05/29/21,"34,570.00","35,667.00","36,910.50","33,681.00",7.76K,-3.08%
05/28/21,"35,667.00","38,484.70","38,484.70","35,028.00",10.22K,-7.20%
05/27/21,"38,435.00","39,301.00","40,120.00","37,381.00",5.55K,-2.20%
05/26/21,"39,301.00","38,363.00","40,497.80","38,020.20",8.61K,2.45%
05/25/21,"38,363.00","38,772.90","39,761.00","36,760.50",7.77K,-1.06%
05/24/21,"38,772.90","34,730.30","39,201.00","34,730.30",15.13K,11.64%
05/23/21,"34,730.30","37,585.00","38,186.00","32,623.00",25.99K,-7.60%
05/22/21,"37,585.00","37,415.00","38,662.00","36,150.00",13.56K,0.45%
05/21/21,"37,415.00","40,550.10","41,500.00","35,188.00",23.31K,-7.79%
05/20/21,"40,578.00","36,755.00","41,827.00","35,198.40",25.60K,10.40%
05/19/21,"36,755.00","42,935.00","42,935.00","35,303.40",67.82K,-14.39%
05/18/21,"42,935.00","43,544.00","45,474.00","42,611.80",10.72K,-1.40%
05/17/21,"43,544.00","46,569.00","46,569.00","42,304.00",37.72K,-6.52%
05/16/21,"46,582.90","46,784.90","49,460.00","45,340.00",19.06K,-0.43%
05/15/21,"46,784.90","49,917.00","50,526.20","46,784.90",9.49K,-6.27%
05/14/21,"49,917.00","49,747.00","51,168.00","49,289.00",6.05K,0.34%
05/13/21,"49,747.00","49,725.00","51,154.00","48,120.60",21.16K,0.04%
05/12/21,"49,725.00","56,715.00","57,688.00","49,725.00",14.96K,-12.32%
05/11/21,"56,715.00","55,851.00","56,724.00","54,789.00",7.69K,1.55%
05/10/21,"55,851.00","58,276.00","59,454.30","55,448.00",13.49K,-4.16%
05/09/21,"58,276.00","58,894.00","58,956.50","56,977.00",8.48K,-1.05%
05/08/21,"58,894.00","57,349.00","59,327.00","57,317.00",7.61K,2.69%
05/07/21,"57,349.00","56,451.00","58,101.00","55,606.00",6.93K,1.59%
05/06/21,"56,451.00","57,487.00","57,843.00","55,897.00",10.44K,-1.79%
05/05/21,"57,477.00","52,960.00","57,477.00","52,960.00",7.66K,7.91%
05/04/21,"53,264.00","57,147.00","57,147.00","53,264.00",10.03K,-6.79%
05/03/21,"57,147.00","56,605.00","58,686.00","56,605.00",7.63K,0.96%
05/02/21,"56,605.00","57,774.00","57,774.00","56,385.00",4.20K,-2.02%
05/01/21,"57,774.00","57,634.70","58,265.00","57,259.00",4.32K,0.24%
04/30/21,"57,637.00","53,566.00","57,637.00","53,339.00",7.86K,7.60%
04/29/21,"53,566.00","54,860.00","54,860.00","52,631.00",7.08K,-2.36%
04/28/21,"54,860.00","55,044.00","55,575.00","54,090.00",5.76K,-0.33%
04/27/21,"55,044.00","54,103.00","55,215.00","53,660.00",7.24K,1.74%
04/26/21,"54,103.00","49,129.00","54,214.00","49,129.00",11.01K,10.15%
04/25/21,"49,116.30","50,167.00","50,539.00","48,409.80",9.60K,-2.09%
04/24/21,"50,167.00","51,139.00","51,139.00","49,572.00",5.98K,-1.90%
04/23/21,"51,139.00","51,781.30","51,781.30","48,719.60",17.25K,-1.24%
04/22/21,"51,781.30","53,822.00","55,067.00","51,781.30",12.69K,-3.79%
04/21/21,"53,822.00","56,476.00","56,476.00","53,822.00",7.10K,-4.70%
04/20/21,"56,476.00","55,639.00","56,950.00","54,398.00",8.39K,1.50%
04/19/21,"55,639.00","56,173.00","57,359.00","54,912.80",8.57K,-0.93%
04/18/21,"56,163.00","59,970.00","60,223.00","54,416.80",26.33K,-6.35%
04/17/21,"59,970.00","61,325.00","62,367.70","59,970.00",7.02K,-2.21%
04/16/21,"61,325.00","63,196.00","63,453.00","60,286.00",11.54K,-2.96%
04/15/21,"63,196.00","62,907.00","63,475.00","62,348.00",6.61K,0.40%
04/14/21,"62,942.70","63,518.00","64,374.00","62,065.00",10.93K,-0.91%
04/13/21,"63,518.00","59,900.00","63,518.00","59,900.00",11.26K,6.04%
04/12/21,"59,900.00","60,034.80","60,701.00","59,747.00",5.50K,-0.22%
04/11/21,"60,034.80","59,823.80","60,486.00","59,411.00",4.65K,0.35%
04/10/21,"59,823.80","58,114.00","60,984.00","58,114.00",9.79K,2.94%
04/09/21,"58,114.00","58,110.00","58,683.00","57,849.00",3.75K,0.01%
04/08/21,"58,110.00","55,960.00","58,110.00","55,960.00",4.48K,3.84%
04/07/21,"55,960.00","57,991.00","58,490.00","55,960.00",8.85K,-3.50%
04/06/21,"57,991.00","59,145.00","59,200.00","57,603.00",5.62K,-1.95%
04/05/21,"59,145.00","58,240.00","59,145.00","57,034.00",5.59K,1.55%
04/04/21,"58,240.00","57,023.00","58,240.00","57,023.00",4.97K,2.13%
04/03/21,"57,023.00","58,959.00","59,499.00","57,023.00",6.63K,-3.28%
04/02/21,"58,959.00","58,727.40","59,834.00","58,727.40",6.15K,0.39%
04/01/21,"58,727.40","58,796.00","59,172.90","58,498.00",4.35K,-0.12%
03/31/21,"58,796.00","58,841.00","59,453.00","57,698.00",8.12K,-0.08%
03/30/21,"58,841.00","57,672.30","59,349.00","57,278.00",7.87K,2.03%
03/29/21,"57,672.30","55,773.00","58,162.00","54,984.00",10.12K,3.41%
03/28/21,"55,773.00","55,886.00","56,326.00","55,089.00",4.21K,-0.20%
03/27/21,"55,886.00","54,992.90","56,249.00","54,373.00",5.18K,1.62%
03/26/21,"54,992.90","51,363.00","54,992.90","51,363.00",7.71K,7.07%
03/25/21,"51,363.00","52,347.20","52,926.00","50,874.00",11.59K,-1.88%
03/24/21,"52,347.20","54,331.00","56,919.00","52,347.20",14.08K,-3.65%
03/23/21,"54,331.00","54,074.00","55,646.90","53,541.20",6.57K,0.48%
03/22/21,"54,074.00","57,368.00","58,036.00","54,074.00",8.72K,-5.74%
03/21/21,"57,368.00","58,087.00","58,499.50","56,200.00",8.29K,-1.24%
03/20/21,"58,087.00","58,074.00","59,421.00","58,074.00",6.78K,0.02%
03/19/21,"58,074.00","57,640.00","58,961.00","57,030.00",6.48K,0.75%
03/18/21,"57,640.00","58,870.00","59,799.00","57,580.00",7.24K,-2.09%
03/17/21,"58,870.00","56,924.00","58,870.00","54,576.00",11.27K,3.42%
03/16/21,"56,924.00","55,644.00","56,924.00","54,049.00",10.49K,2.30%
03/15/21,"55,644.00","59,005.00","60,141.10","55,644.00",14.78K,-5.70%
03/14/21,"59,005.00","61,207.00","61,468.00","59,005.00",6.64K,-3.60%
03/13/21,"61,207.00","57,315.00","61,207.00","56,488.00",13.70K,6.79%
03/12/21,"57,315.00","57,869.00","57,869.00","55,946.00",9.56K,-0.96%
03/11/21,"57,869.00","55,939.00","57,921.00","54,834.00",8.66K,3.42%
03/10/21,"55,955.20","54,950.00","57,033.00","53,698.70",10.68K,1.83%
03/09/21,"54,949.40","52,395.00","54,949.40","52,395.00",8.20K,4.88%
03/08/21,"52,395.00","51,031.20","52,395.00","49,821.00",6.15K,2.67%
03/07/21,"51,031.20","48,895.00","51,031.20","48,895.00",5.37K,4.37%
03/06/21,"48,895.00","48,811.00","49,043.10","47,515.40",4.21K,0.17%
03/05/21,"48,811.00","48,368.00","49,277.00","46,662.00",9.42K,0.92%
03/04/21,"48,368.00","50,425.00","51,556.00","48,059.00",9.56K,-4.08%
03/03/21,"50,425.00","48,526.00","52,018.00","48,526.00",8.60K,3.91%
03/02/21,"48,526.00","49,572.00","49,572.00","47,453.60",8.37K,-2.11%
03/01/21,"49,572.00","45,300.00","49,572.00","45,300.00",9.42K,9.43%
02/28/21,"45,300.00","46,217.00","46,360.50","43,380.00",13.54K,-1.98%
02/27/21,"46,217.00","46,319.00","47,766.90","46,217.00",7.60K,-0.22%
02/26/21,"46,319.00","47,144.00","48,250.00","45,320.00",22.33K,-1.75%
02/25/21,"47,144.00","49,715.00","51,511.00","47,144.00",9.55K,-5.17%
02/24/21,"49,715.00","48,888.00","51,043.00","47,179.00",12.00K,1.69%
02/23/21,"48,888.00","54,078.00","54,078.00","45,343.50",32.59K,-9.60%
